Saint-Fons|19500|45.702018|4.855418
Saint-Dié-des-Vosges|19490|48.294697|6.940983
Schœlcher|19467|14.623006|-61.099153
Plaisance-du-Touch|19462|43.56546|1.286591
Moulins|19444|46.55907|3.327856
Vence|19315|43.720988|7.109219
Sélestat|19279|48.264038|7.45087
Saint-Lô|19206|47.479173|-0.676691
Brie-Comte-Robert|19161|48.689504|2.616471
Joinville-le-Pont|19128|48.820835|2.46876
Bruz|19090|48.025159|-1.748361
Macouria|19087|4.983301|-52.486187
La Crau|19052|43.155691|6.08432
Le Puy-en-Velay|18947|45.030881|3.899202
Ronchin|18933|50.600875|3.090883
Sorgues|18930|44.010004|4.877015
Villefontaine|18891|45.610369|5.160021
Gentilly|18813|48.812317|2.342606
Écully|18789|45.782507|4.776493
Riom|18733|45.891484|3.114167
Royan|18638|45.634186|-1.017415
Louviers|18636|49.216072|1.158223
Cognac|18606|45.696416|-0.335869
Vitré|18603|48.111464|-1.192699
Ploemeur|18537|47.728765|-3.445613
Hem|18462|50.658041|3.193069
Bonneuil-sur-Marne|18424|48.773398|2.489643
Éragny|18317|49.021616|2.098028
Meylan|18221|45.214974|5.780538
Romorantin-Lanthenay|18206|47.360336|1.743026
Faches-Thumesnil|18160|50.597964|3.070966
Mauges-sur-Loire|18083|47.346899|-0.934451
Bagnols-sur-Cèze|18072|44.158589|4.624846
Soisy-sous-Montmorency|18061|48.988688|2.301667
Fécamp|18054|49.750369|0.396705
Maurepas|18046|48.768058|1.92396
Floirac|18013|44.834054|-0.520605
Chennevières-sur-Marne|18011|48.794898|2.541501
Moissy-Cramayel|17982|48.62685|2.591478
Lunéville|17858|48.593492|6.497808
Sainte-Rose|17840|16.306674|-61.702301
Dzaoudzi|17831|-12.782211|45.273142
Moorea-Maiao|17816|-17.577|-150.202
Châteauneuf-les-Martigues|17809|43.386175|5.150133
Lamentin|17774|16.246057|-61.650857
Pontarlier|17738|46.907494|6.374948
Avion|17676|50.408007|2.830058
Lattes|17674|43.570523|3.900373
Carvin|17667|50.488104|2.950238
Segré-en-Anjou Bleu|17660|47.710424|-0.846339
Juvisy-sur-Orge|17656|48.691689|2.370786
Brignoles|17652|43.406245|6.073101
Capesterre-Belle-Eau|17628|16.044684|-61.5925
Hendaye|17621|43.360749|-1.759629
Bry-sur-Marne|17592|48.83925|2.523187
Garches|17557|48.847088|2.188292
Bischheim|17520|48.617985|7.751749
Ducos|17504|14.575107|-60.965161
Saint-Maximin-la-Sainte-Baume|17468|43.446306|5.866175
Carrières-sous-Poissy|17417|48.947611|2.031689
Les Clayes-sous-Bois|17378|48.816514|1.983854
Cesson-Sévigné|17316|48.123772|-1.596972
Yutz|17304|49.356317|6.195276
Le Pré-Saint-Gervais|17290|48.884145|2.405377
Boissy-Saint-Léger|17286|48.751282|2.52001
Marmande|17265|44.50184|0.170988
Montceau-les-Mines|17239|46.676942|4.358337
Jouy-le-Moutier|17225|49.012546|2.037578
Chamalières|17196|45.774141|3.060492
Sanary-sur-Mer|17173|43.132388|5.794786
Limay|17112|48.993097|1.735314
Osny|17111|49.062903|2.06412
Lons-le-Saunier|17092|46.677616|5.559875
Le Pontet|17018|43.969676|4.859071
Balma|17006|43.609821|1.50338
Sallanches|16986|45.944112|6.632934
Cluses|16976|46.064209|6.575877
Firminy|16953|45.386905|4.287403
Vire Normandie|16935|48.826645|-0.87791
Cestas|16932|44.737498|-0.705264
Pornic|16886|47.123874|-2.054329
Saint-Cyr-sur-Loire|16884|47.416945|0.657995
Verdun|16877|49.153914|5.365593
Digne-les-Bains|16864|44.089291|6.242589
Viroflay|16744|48.803693|2.172552
L'Isle-d'Abeau|16717|45.613568|5.226655
Mauguio|16714|43.587984|3.976877
Lamballe-Armor|16689|48.4918|-2.514652
Saran|16598|47.946991|1.875843
Ambarès-et-Lagrave|16591|44.938254|-0.495021
Saint-Jean-de-la-Ruelle|16570|47.91117|1.872042
Orée d'Anjou|16468|47.306797|-1.218144
Valserhône|16434|45.542768|-0.278555
Sedan|16376|49.698329|4.934086
Annonay|16359|45.244537|4.653025
Marly-le-Roi|16352|48.875287|2.092406
Villeneuve-Loubet|16329|43.639175|7.106505
Loire-Authion|16293|47.467352|-0.361238
Port-de-Bouc|16290|43.414073|4.989098
Les Herbiers|16266|46.863236|-1.028639
Morne-à-l'Eau|16223|16.320199|-61.462902
Châteaurenard|16201|49.572554|0.177169
La Baule-Escoublac|16160|47.288754|-2.363461
Saint-Joseph|16137|-21.33234|55.642882
Elbeuf|16087|49.283747|0.991479
Le François|16082|14.606863|-60.89603
Saint-Leu-la-Forêt|16076|49.013301|2.242938
Guérande|16042|47.331311|-2.40676
Landerneau|16025|48.450764|-4.26042
Vauréal|16020|49.029327|2.025512
Saint-Égrève|16015|45.231536|5.680489
Saint-Amand-les-Eaux|15997|50.436464|3.431727
Hayange|15994|49.333471|6.068399
Verneuil-sur-Seine|15959|48.98063|1.965295
Rumilly|15944|45.85642|5.93881
Montbrison|15943|45.604196|4.069547
Pamiers|15938|43.128321|1.621909
Fontainebleau|15903|48.40781|2.70278
Saint-Pierre-des-Corps|15898|47.390081|0.733157
Hennebont|15873|47.807041|-3.268558
Toul|15857|48.67803|5.900607
